timestamp,server,cpu_idle,memory_idle,tasks_in_progress
2025-03-27 13:52:13,server1,95.02,94.17,0
2025-03-27 13:52:13,server2,83.77,90.04,1
2025-03-27 13:52:13,server3,93.11,96.7,0
2025-03-27 13:52:14,server1,95.02,94.17,0
2025-03-27 13:52:14,server2,83.77,90.04,1
2025-03-27 13:52:14,server3,93.11,96.7,0
2025-03-27 13:52:15,server1,95.02,94.17,0
2025-03-27 13:52:15,server2,83.77,90.04,1
2025-03-27 13:52:15,server3,93.11,96.7,0
2025-03-27 13:52:16,server1,95.02,94.17,0
2025-03-27 13:52:16,server2,83.77,90.04,1
2025-03-27 13:52:16,server3,93.11,96.7,0
2025-03-27 13:52:17,server1,95.02,94.17,0
2025-03-27 13:52:17,server2,83.77,90.04,1
2025-03-27 13:52:17,server3,93.11,96.7,0
2025-03-27 13:52:18,server1,95.02,94.17,0
2025-03-27 13:52:18,server2,83.77,90.04,1
2025-03-27 13:52:18,server3,93.11,96.7,0
2025-03-27 13:52:19,server1,95.02,94.17,0
2025-03-27 13:52:19,server2,83.77,90.04,1
2025-03-27 13:52:19,server3,93.11,96.7,0
2025-03-27 13:52:21,server1,95.02,94.17,0
2025-03-27 13:52:21,server2,83.77,90.04,1
2025-03-27 13:52:21,server3,93.11,96.7,0
2025-03-27 13:52:22,server1,95.02,94.17,0
2025-03-27 13:52:22,server2,83.77,90.04,1
2025-03-27 13:52:22,server3,93.11,96.7,0
2025-03-27 13:52:23,server1,95.02,94.17,0
2025-03-27 13:52:23,server2,83.77,90.04,1
2025-03-27 13:52:23,server3,93.11,96.7,0
2025-03-27 13:52:24,server1,84.01,85.7,1
2025-03-27 13:52:24,server2,88.33,94.44,0
2025-03-27 13:52:24,server3,93.11,96.7,0
2025-03-27 13:52:25,server1,84.01,85.7,1
2025-03-27 13:52:25,server2,88.33,94.44,0
2025-03-27 13:52:25,server3,93.11,96.7,0
2025-03-27 13:52:26,server1,84.01,85.7,1
2025-03-27 13:52:26,server2,88.33,94.44,0
2025-03-27 13:52:26,server3,93.11,96.7,0
2025-03-27 13:52:27,server1,84.01,85.7,1
2025-03-27 13:52:27,server2,88.33,94.44,0
2025-03-27 13:52:27,server3,93.11,96.7,0
2025-03-27 13:52:28,server1,84.01,85.7,1
2025-03-27 13:52:28,server2,88.33,94.44,0
2025-03-27 13:52:28,server3,93.11,96.7,0
2025-03-27 13:52:29,server1,84.01,85.7,1
2025-03-27 13:52:29,server2,88.33,94.44,0
2025-03-27 13:52:29,server3,93.11,96.7,0
2025-03-27 13:52:30,server1,84.01,85.7,1
2025-03-27 13:52:30,server2,88.33,94.44,0
2025-03-27 13:52:30,server3,93.11,96.7,0
2025-03-27 13:52:31,server1,84.01,85.7,1
2025-03-27 13:52:31,server2,88.33,94.44,0
2025-03-27 13:52:31,server3,93.11,96.7,0
2025-03-27 13:52:32,server1,84.01,85.7,1
2025-03-27 13:52:32,server2,88.33,94.44,0
2025-03-27 13:52:32,server3,93.11,96.7,0
2025-03-27 13:52:33,server1,84.01,85.7,1
2025-03-27 13:52:33,server2,88.33,94.44,0
2025-03-27 13:52:33,server3,93.11,96.7,0
2025-03-27 13:52:34,server1,84.01,85.7,1
2025-03-27 13:52:34,server2,88.33,94.44,0
2025-03-27 13:52:34,server3,93.11,96.7,0
2025-03-27 13:52:35,server1,84.01,85.7,1
2025-03-27 13:52:35,server2,88.33,94.44,0
2025-03-27 13:52:35,server3,93.11,96.7,0
2025-03-27 13:52:36,server1,84.01,85.7,1
2025-03-27 13:52:36,server2,88.33,94.44,0
2025-03-27 13:52:36,server3,93.11,96.7,0
2025-03-27 13:52:37,server1,84.01,85.7,1
2025-03-27 13:52:37,server2,88.33,94.44,0
2025-03-27 13:52:37,server3,93.11,96.7,0
2025-03-27 13:52:38,server1,87.38,88.8,0
2025-03-27 13:52:38,server2,88.33,94.44,0
2025-03-27 13:52:38,server3,93.11,96.7,0
2025-03-27 13:52:39,server1,87.38,88.8,0
2025-03-27 13:52:39,server2,88.33,94.44,0
2025-03-27 13:52:39,server3,81.75,88.75,1
2025-03-27 13:52:40,server1,87.38,88.8,0
2025-03-27 13:52:40,server2,88.33,94.44,0
2025-03-27 13:52:40,server3,81.75,88.75,1
2025-03-27 13:52:41,server1,87.38,88.8,0
2025-03-27 13:52:41,server2,88.33,94.44,0
2025-03-27 13:52:41,server3,81.75,88.75,1
2025-03-27 13:52:42,server1,87.38,88.8,0
2025-03-27 13:52:42,server2,88.33,94.44,0
2025-03-27 13:52:42,server3,81.75,88.75,1
2025-03-27 13:52:43,server1,87.38,88.8,0
2025-03-27 13:52:43,server2,88.33,94.44,0
2025-03-27 13:52:43,server3,81.75,88.75,1
2025-03-27 13:52:44,server1,87.38,88.8,0
2025-03-27 13:52:44,server2,88.33,94.44,0
2025-03-27 13:52:44,server3,81.75,88.75,1
2025-03-27 13:52:45,server1,87.38,88.8,0
2025-03-27 13:52:45,server2,88.33,94.44,0
2025-03-27 13:52:45,server3,81.75,88.75,1
2025-03-27 13:52:46,server1,87.38,88.8,0
2025-03-27 13:52:46,server2,88.33,94.44,0
2025-03-27 13:52:46,server3,81.75,88.75,1
2025-03-27 13:52:48,server1,87.38,88.8,0
2025-03-27 13:52:48,server2,88.33,94.44,0
2025-03-27 13:52:48,server3,81.75,88.75,1
2025-03-27 13:52:49,server1,87.38,88.8,0
2025-03-27 13:52:49,server2,88.33,94.44,0
2025-03-27 13:52:49,server3,81.75,88.75,1
2025-03-27 13:52:50,server1,87.38,88.8,0
2025-03-27 13:52:50,server2,88.33,94.44,0
